Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Age_na,DriverRating_na
1,5,3,10,2,3,10,1,2,2,34.0,1,3,2,1,10538,11,400,3.0,4,3,2,5,5,1,1,1,3,4,3,1995,3,9790.12498232856,False,False
9,4,7,19,2,2,8,2,2,3,43.0,1,3,2,6,10539,7,400,3.0,4,3,2,6,6,1,1,1,4,4,1,1995,3,53995.8290123054,False,False
9,4,4,7,2,7,10,4,2,3,0.0,1,3,2,6,10540,16,400,1.0,4,3,2,8,1,1,1,1,4,4,1,1995,3,50754.8040303591,False,False
6,1,2,7,1,7,7,1,2,3,37.0,1,1,1,5,10541,5,700,1.0,4,3,4,6,6,1,1,1,1,4,1,1995,1,1556.34327214757,False,False
7,4,2,7,2,8,7,1,2,2,36.0,1,5,2,6,10542,9,400,3.0,4,3,4,7,6,1,1,1,4,4,1,1995,2,53404.0297019986,False,False
12,4,1,14,2,8,13,5,1,3,29.0,1,2,1,1,10543,12,400,4.0,4,3,2,5,5,1,1,1,4,3,2,1995,2,1603.94815803891,False,False
12,4,3,14,2,8,13,5,2,2,42.0,2,3,2,1,10544,3,400,3.0,4,3,2,6,6,1,1,1,4,4,1,1995,3,7749.7468444763,False,False
10,1,1,18,2,3,11,2,2,2,64.0,1,1,1,5,10545,15,400,2.0,4,3,4,7,8,1,1,1,4,4,1,1995,1,7941.06074994553,False,False
11,5,1,1,2,3,12,5,2,2,36.0,1,1,1,6,10546,12,400,2.0,4,3,2,7,6,1,1,1,4,4,1,1995,1,51163.8377519039,False,False
11,1,7,18,2,2,12,2,2,2,31.0,1,3,2,2,10547,6,400,2.0,4,3,2,6,5,1,1,1,4,4,1,1995,3,74540.6906818759,False,False
6,2,1,7,2,7,7,2,1,2,43.0,1,2,1,1,10550,6,400,2.0,4,3,2,6,6,1,1,1,3,4,1,1995,2,9354.28207729374,False,False
7,4,5,10,2,6,7,1,2,3,23.0,2,3,2,2,10551,2,400,2.0,4,3,1,4,4,1,1,1,2,4,1,1995,3,62777.0588378396,False,False
12,2,2,14,2,5,12,1,2,2,35.0,2,2,1,1,10552,5,400,4.0,4,3,4,4,5,1,1,1,4,4,1,1995,2,8849.01010136009,False,False
3,1,6,6,2,8,4,2,2,3,54.0,2,1,1,5,10554,5,400,3.0,4,3,2,7,7,1,1,1,3,4,1,1995,1,8376.17063725073,False,False
4,2,1,14,2,5,5,2,2,2,41.0,1,1,1,5,10556,10,400,4.0,4,3,4,4,6,1,1,1,3,4,1,1995,1,9656.54965058973,False,False
8,1,4,19,2,3,9,3,1,3,40.0,1,1,1,1,10557,9,400,1.0,4,3,4,6,6,1,1,1,4,1,1,1995,1,8430.39785686287,False,False
6,4,6,14,2,8,3,1,2,2,61.0,2,1,1,1,10558,9,500,2.0,4,3,4,6,8,1,1,1,4,2,1,1995,1,3627.46099864321,False,False
6,4,4,10,1,8,7,4,2,3,32.0,1,3,2,6,10559,5,400,1.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,69029.5913970599,False,False
12,1,2,7,2,8,13,2,2,2,39.0,1,2,1,2,10560,11,400,1.0,4,3,2,7,6,1,1,1,4,4,1,1995,2,62822.3224087184,False,False
3,2,4,14,2,6,4,4,2,2,64.0,1,1,1,1,10562,15,400,2.0,4,3,2,7,8,1,1,1,4,4,1,1995,1,3766.46224807417,False,False
9,4,2,10,2,7,10,5,2,2,48.0,2,3,2,2,10563,12,400,1.0,4,3,2,7,7,1,1,2,3,4,1,1995,3,53715.1386361499,False,False
9,3,1,14,2,7,10,4,2,3,26.0,2,1,1,1,10564,12,400,4.0,4,3,1,6,5,1,1,1,3,3,2,1995,1,6322.74281097844,False,False
9,4,4,14,2,8,8,2,2,2,27.0,1,2,1,1,10565,3,400,4.0,4,3,1,5,5,1,1,1,3,4,1,1995,2,7619.56521515053,False,False
2,5,5,7,2,2,13,1,2,2,49.0,2,1,1,1,10566,2,400,2.0,4,3,4,7,7,1,1,1,4,4,1,1995,1,2555.00068917772,False,False
2,2,6,7,2,2,3,2,2,3,33.0,2,2,1,5,10567,14,400,3.0,4,3,1,5,5,1,1,1,4,4,1,1995,2,6884.69708109947,False,False
6,5,4,7,2,6,3,1,2,3,25.0,2,2,1,1,10568,8,400,1.0,4,3,2,3,4,1,1,1,4,4,1,1995,2,1458.36716705355,False,False
2,1,6,7,2,2,3,1,2,2,55.0,1,1,1,1,10569,16,400,4.0,4,3,4,5,7,2,1,1,1,4,1,1995,1,9482.47473559599,False,False
8,1,4,10,2,8,9,2,2,2,35.0,2,5,2,6,10570,4,400,1.0,4,3,1,6,5,1,1,1,3,4,1,1995,2,56510.9537191936,False,False
8,1,4,7,2,3,9,1,2,3,30.0,1,3,2,1,10571,15,400,3.0,4,3,1,6,5,1,1,2,3,4,1,1995,3,5681.51741902067,False,False
11,1,5,3,2,2,12,2,2,3,40.0,1,2,1,6,10572,4,700,1.0,4,3,2,6,6,1,1,1,4,4,1,1995,2,55057.673813401,False,False
8,1,4,18,2,3,9,1,2,2,42.0,2,1,1,1,10575,16,400,3.0,4,3,4,6,6,1,1,1,4,4,1,1995,1,3592.96737599494,False,False
11,2,7,18,2,7,12,3,1,2,33.0,2,3,2,1,10576,14,400,1.0,4,3,4,4,5,1,1,1,1,4,1,1995,3,4456.20563483457,False,False
3,3,2,7,2,6,4,5,2,2,29.0,2,5,2,6,10579,13,400,3.0,4,3,4,5,5,1,1,1,4,4,3,1995,2,63660.5001628602,False,False
11,3,7,10,2,6,12,4,2,3,29.0,2,3,2,1,10580,1,400,2.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,9204.62346445395,False,False
7,2,6,3,2,7,8,2,2,2,75.0,1,3,2,2,10582,7,400,3.0,4,3,4,7,9,1,1,1,4,4,1,1995,3,4308.39119803673,False,False
12,4,7,18,2,3,12,1,1,2,41.0,1,2,1,1,10586,5,400,2.0,4,3,4,4,6,1,1,1,2,4,1,1995,2,4091.221018739,False,False
7,2,1,7,2,2,8,2,2,2,43.0,1,3,2,1,10587,9,400,2.0,4,3,2,7,6,1,1,1,1,4,1,1995,3,5259.56993818227,False,False
1,3,5,18,2,2,2,4,2,2,34.0,1,2,1,2,10588,14,400,1.0,4,3,1,5,5,1,1,1,3,4,1,1995,2,70881.0584997802,False,False
6,3,5,12,2,6,7,3,2,2,37.0,1,1,1,1,10589,15,400,2.0,4,3,4,6,6,1,1,1,3,4,1,1995,1,3480.68135539761,False,False
6,2,7,1,1,8,7,2,2,2,43.0,1,3,2,2,10590,11,400,2.0,4,3,3,6,6,1,1,1,2,4,1,1995,3,80258.1585794787,False,False
10,1,2,3,2,7,11,2,1,2,71.0,1,3,2,1,10593,13,400,4.0,4,3,2,7,9,1,1,1,3,4,1,1995,3,3688.79143950823,False,False
9,3,2,7,2,7,10,4,2,2,29.0,1,2,1,1,10594,6,400,3.0,4,3,2,6,5,1,1,1,3,4,1,1995,2,6926.82529752841,False,False
1,3,3,18,1,7,2,3,2,2,43.0,1,3,2,1,10595,1,400,3.0,4,3,4,5,6,1,1,1,4,4,1,1995,3,7056.97395792325,False,False
12,4,2,7,2,3,13,4,2,3,34.0,1,2,1,2,10597,5,400,3.0,4,3,1,4,5,1,1,1,4,4,1,1995,2,40107.5705651227,False,False
2,4,1,10,2,2,13,1,2,2,54.0,2,1,1,2,10600,9,400,4.0,4,3,2,7,7,1,1,1,1,4,1,1995,1,21341.0303289648,False,False
7,4,1,3,2,3,8,4,1,2,37.0,1,2,1,1,10601,8,400,1.0,4,3,2,5,6,1,1,1,2,4,1,1995,2,3646.16791849014,False,False
8,1,2,18,2,8,9,2,2,2,60.0,1,3,2,2,10602,16,400,2.0,4,3,2,7,8,1,1,1,4,4,1,1995,3,64586.618621288,False,False
9,3,6,14,2,3,8,2,2,2,59.0,1,1,1,2,10603,11,700,2.0,4,3,1,7,8,1,1,1,3,4,1,1995,1,57888.4523192708,False,False
9,3,4,7,2,3,10,3,2,2,58.0,1,5,2,6,10604,1,400,1.0,4,3,4,7,8,1,1,1,4,4,1,1995,2,50943.2755097315,False,False
2,3,2,14,2,3,3,4,2,2,27.0,1,1,1,1,10605,15,400,2.0,4,3,4,6,5,1,1,1,4,4,1,1995,1,3247.46526593564,False,False
1,4,6,7,2,6,2,4,2,3,22.0,1,5,2,6,10606,3,400,3.0,4,3,1,3,4,1,1,1,2,3,2,1995,2,50290.0175749577,False,False
8,4,2,3,2,3,2,1,2,3,29.0,1,3,2,3,10607,6,400,3.0,4,3,3,6,5,1,1,1,1,4,1,1995,3,38886.1717991909,False,False
8,4,4,14,2,7,9,5,2,3,39.0,1,3,2,6,10608,16,400,3.0,4,3,2,6,6,1,1,1,3,4,1,1995,3,82440.2083670953,False,False
10,2,3,14,2,3,11,3,2,3,33.0,1,2,1,1,10609,1,500,4.0,4,3,2,5,5,1,1,1,4,2,1,1995,2,8302.50016733429,False,False
2,3,7,18,2,6,3,3,2,2,39.0,1,3,2,1,10610,15,400,3.0,4,3,4,7,6,1,1,1,3,4,1,1995,3,1059.40726549331,False,False
6,5,3,18,2,6,3,1,2,3,22.0,1,3,2,2,10611,16,400,4.0,4,3,2,4,4,1,1,1,1,4,1,1995,3,11576.5088809911,False,False
8,1,2,14,2,8,9,2,2,2,64.0,2,1,1,2,10612,2,400,3.0,4,3,1,6,8,1,1,1,2,4,1,1995,1,12631.3591143819,False,False
7,3,6,7,2,3,7,2,1,3,37.0,1,3,2,1,10613,16,400,3.0,4,3,2,5,6,1,1,2,4,4,1,1995,3,4660.00637949081,False,False
7,2,2,14,2,8,8,3,1,2,48.0,1,3,2,1,10614,13,400,4.0,4,3,3,5,7,1,1,1,4,4,1,1995,3,11542.9940758005,False,False
7,3,6,7,2,8,8,3,2,2,32.0,2,3,2,1,10615,13,400,4.0,4,3,3,5,5,1,1,1,3,4,1,1995,3,10898.8686170634,False,False
9,2,7,7,1,6,10,2,2,3,0.0,1,2,1,6,10616,15,400,1.0,4,3,4,8,1,1,1,1,4,4,1,1995,2,52942.992707335,False,False
1,2,5,7,2,2,2,2,2,2,68.0,2,2,1,1,10617,12,400,3.0,4,3,1,7,9,1,1,1,3,4,1,1995,2,4216.31031981101,False,False
8,5,7,6,2,8,2,1,2,2,34.0,2,1,1,6,10618,4,400,3.0,3,3,1,5,5,1,1,1,4,4,1,1995,1,50653.9104489891,False,False
8,4,7,10,2,7,2,1,2,2,63.0,1,3,2,6,10619,7,400,1.0,4,3,2,6,8,1,1,1,3,4,1,1995,3,87808.1068983621,False,False
1,1,5,19,2,6,2,1,2,3,69.0,1,2,1,6,10620,4,400,2.0,4,3,2,7,9,1,1,1,1,4,3,1995,2,75094.1748898883,False,False
1,1,4,19,2,7,10,2,2,2,64.0,2,1,1,6,10621,10,400,2.0,4,3,4,6,8,1,1,1,4,4,1,1995,1,64601.5035268103,False,False
1,1,4,14,2,7,2,1,2,2,38.0,1,2,1,1,10622,4,400,2.0,4,3,2,6,6,1,1,1,4,4,1,1995,2,1617.7223230842,False,False
8,4,1,10,2,8,9,5,1,2,40.0,1,3,2,1,10623,3,400,2.0,4,3,2,4,6,1,1,1,4,4,1,1995,3,6997.51754096599,False,False
1,2,5,3,2,2,10,1,2,2,47.0,2,2,1,1,10624,13,400,4.0,4,3,2,7,7,1,1,1,2,4,1,1995,2,6416.09903710996,False,False
8,2,6,10,2,4,9,2,2,2,43.0,2,2,1,1,10625,15,400,4.0,4,3,1,4,6,1,1,1,1,4,1,1995,2,3778.13208225396,False,False
8,3,1,18,2,8,9,4,2,3,29.0,2,2,1,1,10626,5,400,2.0,4,3,1,5,5,1,1,1,4,4,1,1995,2,8786.14841304175,False,False
10,2,3,10,2,7,9,3,2,2,50.0,1,3,2,2,10627,6,400,4.0,4,3,1,7,7,1,1,1,3,3,2,1995,3,27306.9292674379,False,False
3,3,5,14,2,6,4,3,2,2,37.0,2,3,2,1,10628,12,400,3.0,4,3,3,6,6,1,1,1,4,4,1,1995,3,15393.5454942938,False,False
5,1,6,3,2,7,5,2,2,3,34.0,1,3,2,2,10629,11,400,3.0,4,3,3,5,5,1,1,1,1,4,1,1995,3,17636.8528717134,False,False
8,2,6,18,2,6,9,2,2,2,45.0,1,2,1,1,10630,11,400,3.0,4,3,2,6,6,1,1,1,2,4,1,1995,2,3481.99292982618,False,False
5,4,1,3,2,2,6,5,2,2,27.0,1,3,2,6,10631,11,400,4.0,4,3,2,6,5,1,1,1,3,4,1,1995,3,77816.5911049613,False,False
4,1,1,3,2,3,5,2,1,3,29.0,1,3,2,6,10633,9,400,4.0,4,3,3,5,5,1,1,1,1,4,1,1995,3,63533.8249568942,False,False
4,2,3,14,2,6,5,3,1,2,40.0,1,2,1,5,10634,2,700,4.0,4,3,2,6,6,1,1,1,1,4,1,1995,2,8525.47610229937,False,False
4,3,2,18,2,2,5,3,2,3,26.0,2,3,2,1,10635,4,400,2.0,4,3,2,5,5,1,1,1,2,4,1,1995,3,9596.68356417949,False,False
4,3,2,7,2,2,5,3,2,3,0.0,1,2,1,6,10636,7,400,4.0,4,3,2,8,1,1,1,1,4,4,1,1995,2,96853.0445841011,False,False
4,4,3,14,2,3,5,5,1,3,29.0,1,3,2,5,10638,6,400,4.0,4,3,2,6,5,1,1,1,1,4,1,1995,3,2195.44539351009,False,False
4,4,3,18,2,3,9,4,2,2,51.0,1,1,1,5,10639,13,400,4.0,4,3,1,6,7,1,1,1,4,4,1,1995,1,7882.46017646513,False,False
8,3,7,3,2,8,9,3,2,2,47.0,2,9,3,6,10641,9,400,4.0,4,3,2,7,7,1,1,1,1,4,1,1995,3,73731.7517748123,False,False
8,4,7,14,2,8,9,4,1,2,26.0,1,2,1,1,10644,6,400,1.0,4,3,2,1,5,1,1,1,3,4,1,1995,2,939.34978712992,False,False
8,4,1,7,2,2,9,4,1,3,35.0,1,3,2,1,10645,3,400,3.0,4,3,3,5,5,1,1,1,3,4,1,1995,3,46159.7007666452,False,False
1,1,2,3,2,3,2,1,2,2,44.0,1,3,2,2,10648,6,400,3.0,4,3,1,7,6,1,1,1,2,1,2,1995,3,26092.1038957147,False,False
1,2,1,14,2,7,2,2,1,3,23.0,2,1,1,1,10649,15,400,1.0,4,3,2,2,4,1,1,1,4,4,1,1995,1,4647.07258277705,False,False
1,3,4,10,1,3,2,3,2,2,29.0,1,1,1,1,10650,6,400,2.0,4,3,2,5,5,1,1,1,2,4,1,1995,1,3677.9449483687,False,False
1,3,6,6,2,7,2,3,1,3,60.0,2,1,1,5,10651,15,400,3.0,4,3,4,7,8,1,1,1,1,4,1,1995,1,2828.00133615378,False,False
9,1,4,3,1,7,10,1,2,2,36.0,1,1,1,2,10652,11,400,4.0,4,3,2,6,6,2,1,1,3,4,1,1995,1,28327.235702313,False,False
9,1,1,14,2,3,10,2,2,2,37.0,2,1,1,5,10653,6,400,4.0,4,3,4,7,6,1,1,1,4,4,1,1995,1,2120.35193415649,False,False
9,2,6,1,2,7,10,3,2,3,32.0,1,1,1,2,10654,7,400,3.0,4,3,1,5,5,1,1,1,4,4,1,1995,1,25649.1997132994,False,False
7,5,5,7,1,6,8,5,2,2,53.0,1,2,1,1,10656,15,400,1.0,4,3,4,7,7,1,1,1,1,4,1,1995,2,8997.94641863762,False,False
12,3,5,10,2,3,12,1,2,2,42.0,1,2,1,1,10657,11,400,4.0,4,3,2,6,6,2,1,1,4,4,1,1995,2,4357.40672073178,False,False
12,3,7,3,1,6,13,3,2,3,45.0,1,2,1,2,10658,10,400,1.0,4,3,4,6,6,1,1,1,2,4,1,1995,2,2633.55524266367,False,False
11,5,3,10,2,6,11,1,2,3,33.0,1,3,2,2,10660,7,500,4.0,4,3,2,5,5,1,1,1,2,2,1,1995,3,19865.92889914,False,False
10,4,3,3,2,3,11,5,2,2,30.0,1,3,2,2,10661,3,400,1.0,4,3,2,6,5,1,1,1,4,4,3,1995,3,0.0,False,False
4,1,1,7,2,3,5,1,2,3,32.0,1,3,2,1,10663,8,400,3.0,4,3,3,6,5,1,1,1,1,4,1,1995,3,33473.2237329005,False,False
4,3,3,18,2,6,9,1,1,2,27.0,1,3,2,1,10664,9,400,2.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,5945.6734167147,False,False
4,4,6,18,2,6,5,4,2,2,44.0,2,3,2,1,10666,16,400,1.0,4,3,2,6,6,1,1,1,3,4,1,1995,3,2779.27869040535,False,False
8,2,7,7,2,8,2,1,2,2,35.0,1,5,2,6,10668,9,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1995,2,50374.282672886,False,False
4,5,6,10,2,8,9,1,2,2,41.0,1,3,2,1,10669,5,400,4.0,4,3,1,6,6,1,1,1,3,3,2,1995,3,2387.07824096175,False,False
8,1,5,17,2,7,9,3,2,2,37.0,1,2,1,3,10672,2,400,2.0,4,3,2,6,6,1,1,1,3,4,1,1995,2,59496.4632604125,False,False
8,3,4,10,1,3,9,3,2,3,33.0,1,2,1,1,10673,2,400,1.0,4,3,1,4,5,1,1,1,3,4,1,1995,2,6145.54167936976,False,False
8,3,4,3,2,8,9,4,2,3,29.0,1,2,1,1,10674,10,400,4.0,4,3,1,4,5,1,1,1,4,4,1,1995,2,9530.69299417966,False,False
8,3,4,10,2,2,9,4,1,3,32.0,1,3,2,1,10675,6,400,2.0,4,3,2,3,5,1,1,1,2,4,1,1995,3,7688.13455105535,False,False
1,2,6,14,2,3,2,3,2,2,52.0,2,1,1,2,10677,10,400,2.0,4,3,4,7,7,1,1,1,3,4,1,1995,1,6456.78736522536,False,False
1,2,7,7,2,8,2,2,2,2,69.0,1,3,2,1,10678,8,400,3.0,4,3,2,7,9,1,1,1,3,4,1,1995,3,9534.11570581194,False,False
8,2,5,14,1,7,9,3,2,2,52.0,2,2,1,1,10679,7,400,3.0,4,3,1,7,7,1,1,1,1,4,1,1995,2,4934.24795980859,False,False
7,1,1,14,2,2,8,1,2,3,35.0,1,2,1,1,10680,15,400,2.0,4,3,4,5,5,1,1,1,4,4,1,1995,2,2071.36243815998,False,False
7,5,7,3,2,4,7,1,2,3,21.0,1,3,2,1,10682,14,400,2.0,4,3,2,4,4,1,1,1,2,4,1,1995,3,9793.87264666032,False,False
6,1,6,3,2,7,7,1,2,2,54.0,1,2,1,1,10685,15,400,4.0,4,3,2,7,7,1,1,1,1,4,1,1995,2,7981.29890182032,False,False
6,3,6,14,2,6,7,3,2,2,33.0,2,3,2,1,10686,10,400,4.0,4,3,2,6,5,1,1,1,4,4,1,1995,3,4539.71343391293,False,False
12,2,2,10,2,3,13,2,2,3,44.0,1,3,2,1,10687,15,400,3.0,4,3,4,6,6,1,1,1,2,4,1,1995,3,6474.57776843681,False,False
10,1,1,7,2,3,11,1,2,3,21.0,1,3,2,1,10688,3,400,1.0,4,3,2,4,4,1,1,1,3,4,1,1995,3,9064.52498948238,False,False
10,2,5,18,2,6,11,2,1,3,39.0,1,1,1,1,10689,4,400,3.0,4,3,1,5,6,1,1,1,2,4,1,1995,1,5854.62993289838,False,False
10,3,3,14,1,3,4,1,2,2,36.0,1,2,1,1,10690,5,400,1.0,4,3,4,6,6,1,1,1,4,3,2,1995,2,4904.70329808659,False,False
10,1,5,3,1,3,11,1,2,2,41.0,1,1,1,6,10693,7,400,1.0,4,3,2,6,6,1,1,1,2,4,1,1995,1,98545.3743385517,False,False
8,2,5,10,2,6,9,2,2,2,44.0,2,5,2,6,10694,4,400,3.0,4,3,4,6,6,1,1,1,3,4,1,1995,2,62863.4907613815,False,False
2,2,1,14,2,8,3,5,1,3,33.0,1,2,1,2,10695,2,400,2.0,4,3,1,6,5,1,1,1,1,4,1,1995,2,57166.7609536884,False,False
2,1,6,14,2,8,3,1,2,2,26.0,1,3,2,2,10696,13,700,4.0,4,3,3,6,5,1,1,1,1,4,1,1995,3,14864.1144802944,False,False
8,2,5,3,1,6,9,2,2,2,26.0,2,2,1,1,10698,7,400,1.0,4,3,4,6,5,1,1,1,3,4,1,1995,2,1704.64512576432,False,False
8,2,5,14,2,7,9,5,1,2,36.0,1,2,1,2,10699,10,400,4.0,4,3,2,5,6,1,1,2,1,4,1,1995,2,14956.1169117506,False,False
6,3,2,7,2,6,7,3,1,2,33.0,1,3,2,1,10700,9,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,3785.12128560623,False,False
6,2,7,7,2,8,7,2,2,2,34.0,1,3,2,1,10701,16,400,3.0,4,3,3,5,5,1,1,1,2,4,1,1995,3,27511.8689636829,False,False
6,1,2,4,2,7,13,2,2,2,31.0,1,3,2,2,10702,8,400,1.0,4,3,3,6,5,1,1,1,1,4,3,1995,3,54340.8120323971,False,False
8,2,1,18,2,3,9,2,2,2,39.0,1,2,1,1,10703,15,400,3.0,4,3,4,6,6,1,1,1,4,4,1,1995,2,3081.91070988792,False,False
7,4,2,18,2,3,8,4,2,2,77.0,1,2,1,1,10706,6,400,4.0,4,3,2,7,9,1,1,1,4,4,1,1995,2,6305.4584435049,False,False
7,3,3,7,2,7,8,3,2,2,31.0,2,1,1,1,10708,4,400,2.0,4,3,2,6,5,1,1,1,3,4,1,1995,1,7123.15437632038,False,False
8,2,1,7,2,3,9,2,1,2,41.0,2,1,1,5,10710,13,400,3.0,4,3,4,6,6,2,1,1,4,4,1,1995,1,8203.3885879412,False,False
9,5,7,14,2,2,8,1,1,3,31.0,2,2,1,1,10711,7,500,4.0,4,3,4,5,5,1,1,1,4,2,2,1995,2,5594.28005094833,False,False
9,2,3,14,2,3,10,3,2,2,44.0,1,1,1,3,10712,16,400,2.0,4,3,3,7,6,1,1,1,2,4,1,1995,1,79469.2200327267,False,False
1,2,7,14,2,8,2,2,2,2,30.0,1,2,1,1,10715,16,400,4.0,4,3,3,5,5,2,1,1,4,4,1,1995,2,13520.0362314787,False,False
1,2,6,10,2,7,2,3,2,2,50.0,1,3,2,2,10716,10,400,1.0,4,3,2,5,7,1,1,1,4,4,1,1995,3,60942.271246091,False,False
8,5,1,14,2,6,2,1,2,2,38.0,2,2,1,2,10718,10,400,1.0,4,3,1,7,6,1,1,1,3,4,1,1995,2,84229.6179664219,False,False
8,3,2,7,2,8,2,2,2,2,37.0,1,3,2,2,10720,12,400,3.0,4,3,1,7,6,1,1,1,3,4,1,1995,3,14092.3444514325,False,False
8,3,3,1,2,3,9,3,2,3,35.0,1,2,1,2,10721,10,400,4.0,4,3,2,5,5,2,1,1,2,4,1,1995,2,13197.9532320384,False,False
8,3,2,14,2,7,9,4,1,3,43.0,1,3,2,2,10722,13,400,4.0,4,3,2,5,6,1,1,1,4,4,1,1995,3,39579.7685621165,False,False
8,2,3,18,2,7,9,3,2,2,37.0,2,2,1,1,10723,5,400,2.0,2,3,4,6,6,1,1,1,4,4,1,1995,2,2669.40463173612,False,False
8,2,4,18,2,3,9,3,2,2,54.0,1,2,1,2,10724,3,400,2.0,4,3,3,6,7,1,1,1,2,4,1,1995,2,56661.3709821365,False,False
8,2,1,7,2,5,9,2,2,2,65.0,2,1,1,1,10728,14,400,3.0,4,3,4,6,8,1,1,1,4,4,1,1995,1,4215.68011295668,False,False
4,3,4,14,1,3,5,3,2,2,33.0,2,2,1,2,10729,11,400,1.0,4,3,1,6,5,1,1,1,3,4,1,1995,2,51406.0007404176,False,False
4,1,1,18,2,3,5,3,1,3,34.0,1,3,2,5,10731,2,400,2.0,4,3,3,4,5,1,1,1,4,4,1,1995,3,13454.9838136879,False,False
8,2,3,14,2,3,9,4,2,3,26.0,1,2,1,1,10733,6,400,2.0,4,3,2,5,5,2,1,1,1,4,1,1995,2,9588.19655420196,False,False
11,5,3,3,2,8,11,1,1,2,53.0,2,3,2,1,10734,7,400,4.0,4,3,3,7,7,1,1,1,4,4,1,1995,3,44465.6443394032,False,False
11,5,3,10,2,3,12,5,2,2,62.0,1,3,2,1,10735,13,400,3.0,4,3,4,7,8,1,1,1,3,4,1,1995,3,1429.22871533694,False,False
11,4,1,18,2,7,12,4,2,2,66.0,1,2,1,2,10737,14,400,2.0,4,3,3,7,9,1,1,1,3,4,1,1995,2,52494.3374219172,False,False
11,4,3,14,2,3,12,4,2,2,31.0,2,2,1,1,10738,6,400,1.0,4,3,1,4,5,1,1,1,4,4,1,1995,2,5584.2803166207,False,False
11,2,5,3,2,6,12,2,2,2,65.0,1,3,2,1,10739,16,400,2.0,4,3,3,7,8,1,1,1,2,1,1,1995,3,12468.2071034163,False,False
11,2,7,12,2,2,12,3,2,3,31.0,1,3,2,1,10740,8,400,4.0,4,3,2,6,5,1,1,1,4,4,1,1995,3,9441.60299276104,False,False
11,1,2,10,2,8,12,1,2,2,33.0,1,2,1,1,10741,13,400,4.0,4,3,2,6,5,1,1,1,1,4,1,1995,2,6743.78156603176,False,False
12,3,3,18,2,2,12,3,2,2,27.0,2,2,1,1,10743,11,400,1.0,4,3,4,5,5,1,1,1,4,4,3,1995,2,7506.63480572009,False,False
12,2,6,18,1,7,13,2,2,2,36.0,1,2,1,1,10744,1,400,4.0,4,3,4,6,6,1,1,1,1,4,1,1995,2,3762.13326039539,False,False
12,2,1,1,2,7,13,2,2,3,29.0,1,7,3,6,10745,12,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1995,1,79417.3288217744,False,False
12,1,5,14,2,8,13,2,2,2,65.0,2,2,1,1,10746,10,400,3.0,4,3,4,7,8,1,1,1,4,4,1,1995,2,3139.6510248389,False,False
8,2,3,3,2,6,9,3,2,3,42.0,2,2,1,6,10747,11,400,3.0,4,3,4,6,6,1,1,1,4,4,1,1995,2,65937.5210164382,False,False
6,2,1,18,2,3,3,4,2,2,29.0,1,1,1,1,10748,1,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1995,1,3497.33512960925,False,False
8,2,3,18,2,7,9,3,2,2,39.0,1,2,1,1,10749,16,400,4.0,4,3,2,7,6,1,1,1,4,4,1,1995,2,3654.53473450433,False,False
7,4,6,18,1,7,7,1,1,2,43.0,1,1,1,5,10750,7,400,2.0,4,3,4,6,6,1,1,1,3,4,1,1995,1,9009.32640337621,False,False
7,3,2,10,2,8,7,1,2,2,44.0,1,3,2,1,10751,1,400,4.0,4,3,2,7,6,1,1,1,1,4,1,1995,3,9572.28853592752,False,False
7,3,4,10,2,7,8,4,1,3,30.0,2,3,2,1,10752,16,400,1.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,5674.2739147258,False,False
7,3,1,10,2,2,8,3,2,2,41.0,1,3,2,1,10754,8,400,4.0,4,3,4,6,6,1,1,1,2,4,1,1995,3,9774.24118191384,False,False
7,2,2,14,2,7,7,3,2,2,38.0,1,1,1,5,10755,2,400,2.0,4,3,4,7,6,1,1,1,4,4,1,1995,1,4441.39369526085,False,False
7,2,7,18,2,6,8,2,2,2,29.0,2,3,2,1,10756,4,400,4.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,3155.46086871667,False,False
7,2,7,14,2,7,8,3,1,2,30.0,1,2,1,1,10757,6,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1995,2,5825.53104661916,False,False
9,2,4,18,1,6,10,2,2,3,30.0,1,3,2,1,10760,14,400,4.0,4,3,4,5,5,1,1,1,1,4,1,1995,3,1482.65807823205,False,False
1,3,1,14,2,2,2,4,2,3,35.0,2,1,1,6,10761,6,400,2.0,4,3,1,6,5,1,1,1,3,4,1,1995,1,63535.6100346822,False,False
